id,formula,n_atoms,theta,lam,omega
agm003407193,Pu2SbI2,5,95.89,1.2175,215.33
agm005010598,SrNiGe2Rh,5,93.21,0.818,340.79
agm033968100,Sm3Mg3In2Ag,9,60.2,0.6515,277.97
agm001352674,SmMgInAg,4,52.36,0.6222,266.24
agm090935905,La3PmAs4,8,123.11,1.2153,280.0
agm135439981,Tb2PrNdCd4,8,31.87,0.5512,219.55
agm005094852,BaFeOsO6,9,319.23,1.735,593.64
agm014912924,Mn2Al2Pd,5,37.67,0.4027,457.36
agm002238542,Sc2TlZn2,10,36.97,0.4545,323.94
agm001207004,Gd2HgPb,4,58.76,0.8785,193.71
agm001207162,GdHgPb2,4,52.02,0.808,189.52
agm005187672,TbErTlHg,4,37.52,0.6219,189.79
agm103850548,CaEuBr4,6,188.77,1.924,324.24
agm139401277,Pm2InSn4Hg,8,49.34,0.646,229.88
agm019814408,TbDy(HoTl2)2,8,22.56,0.4821,185.32
agm092189593,Yb3P2Pd3,8,106.66,0.991,291.99
agm002272071,NdFe3Ge2,12,50.82,0.513,372.41
agm006122616,Sc6PSe5,12,195.1,1.267,428.9
agm017497030,CaIn3Rh4,8,84.73,0.7655,302.19
agm082595399,TiSnF6,16,470.73,2.32,742.32
agm005745628,ZrSnBr6,8,166.82,1.4335,342.12
agm103400432,TbSmErPuSe4,8,142.19,1.4672,266.34
agm002725091,Hf2OsPd,4,54.67,0.7129,230.33
agm065814547,NaVCdO4,7,435.09,2.023,745.74
agm077996119,NdHoTm2,4,5.04,0.2792,193.67
agm015525327,MnNi5Pt2,8,46.23,0.4975,357.49
agm031497868,Pr2TlSn3,6,52.49,0.699,220.7
agm033404425,Pm2SmErZn4,8,35.38,0.5126,253.84
agm002269794,PuGeF6,8,394.34,2.3515,555.56
agm003397064,Rb2AuO2,5,227.44,2.1657,373.53
agm001200840,GdCdPb2,4,60.11,0.8545,201.54
agm002182788,Bi2PbS4,7,64.81,0.661,295.97
agm014175551,HfAlAu4,6,83.31,0.901,241.77
agm003201815,NaZnP,6,176.93,1.006,487.36
agm084803825,Ac2LaDy,4,4.59,0.277,168.91
agm153178556,AcLa2Dy,4,4.99,0.277,183.17
agm023943671,Pr4Tm3,7,7.95,0.3117,200.21
agm002194681,Cs3Ag3Sb2,8,65.88,0.8645,210.11
agm059742928,Pr2ErSb3,6,88.28,1.045,241.49
agm003436996,La3DyCd2,6,25.0,0.4946,210.34
agm013278810,LaDyCd,6,33.18,0.5404,215.19
agm043973570,Li3Y2SbS6,12,260.19,1.4575,499.71
agm093140019,Pr4ErTm3,8,8.83,0.3213,199.17
agm003475683,NdNi5B2,8,58.47,0.4885,473.11
agm014143059,Nd(NiB)2,10,93.9,0.6111,488.37
agm048816586,HoTh3S4,8,146.74,1.4178,282.84
agm152599029,LaTbPmNd5,8,4.4,0.2642,202.0
agm042121560,LaTb4PmNd2,8,4.6,0.2646,200.96
agm116233858,Tb4Ir3Pd,8,64.34,0.8157,218.62
agm154144539,La3Tb2PmNd2,8,5.02,0.2684,201.55
agm002239071,ScIn5Rh,7,34.16,0.4798,282.05
agm018083462,Ca2LaDyIn4,8,55.63,0.6553,244.6
agm005777370,PmYSi4,6,93.74,0.685,411.46
agm105561741,MgPaF6,16,433.07,2.5675,622.06
agm069270341,Ti6InPb,8,45.2,0.4818,345.92
agm036313651,HoMg2Pd3,6,97.87,0.808,315.88
agm003439209,HoMg2Pd3,6,100.54,0.8198,318.13
agm122083823,NdEuCu4,6,71.85,0.688,319.95
agm004885529,Be2TlVF8,12,466.61,2.3936,670.1
agm002279341,Pu(GaH)2,5,86.75,0.6482,432.1
agm003435604,Nd2ScAl3,12,39.19,0.4739,330.29
agm003437699,La2DyAg3,6,51.9,0.6715,227.7
agm042249320,La3DyAg2,6,37.19,0.5864,216.11
agm001195248,PmGdAg2,4,49.51,0.6524,228.72
agm064966728,UPd11,12,20.4,0.373,292.01
agm005120742,BiSbAs2,4,20.1,0.376,277.55
agm001003607,YTiSb,6,78.09,0.7228,313.64
agm002948844,Y(TiIr)2,5,71.64,0.6991,285.28
agm005054128,CsCaAsS4,14,196.04,1.3609,407.96
agm114378912,ErLuRuPb,4,66.02,0.8237,215.08
agm121802937,MnCd2S3,6,186.48,1.093,447.46
agm019095535,Tb2AgPd,4,104.17,1.0403,253.62
agm078655493,TmInF6,8,393.26,2.4685,592.07
agm045018569,Tb2AgPd5,16,76.91,0.7652,277.86
agm086450869,TmSc3F12,16,511.19,2.6328,750.24
agm030997357,Sm4CdHg2Pb,8,49.56,0.7411,192.42
agm115412746,TlGaCl4,12,200.26,1.5383,396.96
agm002144349,NdGa5Co,7,52.26,0.5106,356.23
agm002133530,HfAl2Ni,8,54.77,0.5248,382.72
agm001141135,PuZrAu2,4,73.41,0.991,211.67
agm004556554,Cs2Rb2Na2Au,7,92.17,1.1115,228.11
agm002249303,TbAl5Os,7,68.02,0.5966,371.71
agm047074476,Nd4TlZnIn2,8,43.31,0.5879,217.41
agm017477785,La2PmN3,12,237.37,1.987,388.59
agm022651050,Ti10AlSb5,16,62.77,0.5416,365.52
agm013348211,PmScZn4,6,45.83,0.5103,344.67
agm081817428,TcAg2F6,9,352.71,2.1085,583.47
agm003438113,PmSc2Zn3,6,38.74,0.4532,333.86
agm077744747,LaPmN2,4,229.42,1.9825,389.78
agm002353357,CsUAuS3,12,113.7,1.1652,275.67
agm003614475,NdDyBi2,4,77.62,1.006,205.37
agm087535723,SmSeF,6,211.34,1.8984,368.22
agm034310330,NdDy(YEr2)2,8,5.23,0.274,206.79
agm078349292,Cd2AgBiF8,12,328.07,2.1827,503.16
agm002141835,SrCaAg2,4,71.03,0.7508,272.19
agm043893338,LiCa2Tl3,6,52.24,0.6492,242.43
agm005779774,MgTiZn4,6,30.68,0.3749,422.38
agm002312526,CaSmCuS3,12,192.53,1.2227,415.51
agm001115812,MgTiZn2,4,33.72,0.385,437.78
agm069258808,MgTi4Zn,6,28.18,0.352,447.15
agm002286701,MgAl2Pt,8,87.36,0.6804,385.43
agm148432097,Sm2MgZn,8,28.33,0.4574,261.9
agm003307383,Sm2Mg3Zn2,7,39.79,0.4586,328.35
agm012347756,Pr2PuTc2,5,44.41,0.5965,233.91
agm003616596,CeHoSb2,4,91.11,1.0375,241.41
agm153196389,EuGaCu4,6,42.87,0.4938,355.06
agm128408679,HoAlCu5,7,48.17,0.4686,390.28
agm002173981,VGaO4,12,499.08,1.7818,846.03
agm005813344,Sc2Hg2C,5,70.41,0.7052,299.37
agm032939583,HfTi2AlCo4,8,56.5,0.5062,401.0
agm047425058,Cs2PtI6,9,110.49,1.3966,217.99
agm002181676,RbGaS2,8,175.87,1.361,387.34
agm001194535,NdTm5,6,5.77,0.283,191.67
agm003628613,Ba2SiGe,8,87.55,0.878,271.05
agm049641076,Tb4Pm2PrTm,8,5.84,0.286,200.1
agm005017161,ErTcGe2Rh,5,69.98,0.6885,303.9
agm001140100,Lu2ThZn,4,13.6,0.3681,209.2
agm010095020,La3(SmY)2,7,7.72,0.3036,213.99
agm068990274,TiCo6Re,8,19.89,0.331,413.78
agm113572017,Tb2GdY,8,7.16,0.3025,211.27
agm123684055,SmEuTlZn,4,28.72,0.5013,212.67
agm059868844,Y3UP4,8,152.94,1.087,357.86
agm003542939,K3GaSe3,14,183.68,1.4493,361.23
agm078467171,TbGdP2,8,134.76,1.186,322.13
agm076063572,CsNbF6,8,369.24,2.7565,520.79
agm022594627,Li2Dy(CdGe)2,7,100.01,0.808,335.96
agm078263013,NdBiAu2,8,81.95,1.0738,203.91
agm002179416,ThInPd2,4,56.35,0.682,233.99
agm051173337,Na3PmI6,10,152.55,1.762,280.26
agm033148841,ThNp2S3,6,138.59,1.366,276.92
agm051793867,Pr2MgNiRu,10,100.01,0.8988,319.33
agm011460656,Rb2PtBr6,9,157.3,1.6504,286.43
agm009446575,La3(PrNd)2,7,4.42,0.2654,204.38
agm082346901,La5PrNd2,8,4.78,0.2661,202.91
agm042151350,LaPr6Nd,8,3.99,0.2575,208.17
agm007383470,H2RhPb,4,21.21,0.3375,407.19
agm006030077,Tb3PmBi4,8,90.26,1.0713,206.0
agm082286388,Ac3La4Sm,8,3.67,0.2631,176.49
agm142519202,Ac2LaSm,8,3.94,0.2657,168.82
agm002199073,PuTeAs,12,76.34,0.8783,236.42
agm042852144,Ac4La3Sm,8,3.79,0.2631,169.85
agm001160322,Ac2LaSm,4,4.33,0.271,169.19
agm078628747,BaZnGe,9,92.32,0.922,289.25
agm005207456,CaLaNiPd,4,134.13,1.0741,319.75
agm002216962,HoIn2Pt,8,57.39,0.7,234.73
agm121227395,CeGdNiIr,4,97.37,0.9874,260.85
agm034700281,CaHf2Pt3,6,85.04,1.0112,229.3
agm005649423,CaHfPt,6,101.16,1.086,245.87
agm038541546,Tb2DyYAl4,8,38.04,0.5046,291.93
agm009552399,Ti3Co3Pt2,8,70.8,0.6085,353.28
agm005184798,PrErZnAg,4,43.81,0.5939,241.8
agm043257491,DyTh3Tl4,8,20.6,0.46,178.55
agm070077620,NbMo3,8,37.36,0.466,310.5
agm012461301,NbMo10,11,15.3,0.3285,312.04
agm137217271,Ta6NbMo,8,20.08,0.402,233.46
agm069815421,TbUGa6,8,41.43,0.5065,293.21
agm013088362,Pr2PdPt2,5,86.69,1.0386,239.83
agm032561945,PrPd2Pt3,6,53.27,0.6438,241.39
agm034644266,Ho2TmSe3,6,139.19,1.432,276.25
agm109018287,LaPm4PrSm2,8,5.33,0.2747,200.65
agm024323125,Pr2Sm(DyEr)2,7,7.05,0.3053,197.5
agm002294682,NdHgPt4,6,52.24,0.7108,213.56
agm009655834,La2Pm2Sm3,7,5.95,0.2834,198.61
agm001275457,LuAlHg,3,57.64,0.6769,248.16
agm049477340,Pu(ThFe)3,14,52.12,0.6383,247.88
agm093387617,RbNa2BiF6,10,381.97,2.6467,533.33
agm014306389,Dy(YSe2)2,7,153.43,1.447,319.65
agm003123559,TlGaO2,8,261.38,1.7565,487.14
agm022020528,Tm2Si3Rh,12,82.43,0.754,336.31
agm003257708,InCuSnSe4,7,116.51,0.853,372.51
agm002134331,Sr3Al7Ag2,12,65.78,0.5648,378.3
agm078034826,TbTlSe2,8,120.93,1.3146,256.72
agm020611740,AcYTeSe,4,116.32,1.2985,249.83
agm004584883,Tm2Zr(TlSe3)2,11,117.89,1.3009,276.9
agm001612330,CdCoNi2N,5,156.71,0.8575,493.58
agm006412093,Co(HS)3,14,262.21,0.736,1033.15
agm034532673,Mn2AlRu3,6,72.54,0.5817,378.36
agm017268607,Th2Al3In,6,33.66,0.487,276.07
agm027902553,Ho2Nb3C4,9,189.93,1.216,452.2
agm005012009,TbY2AlN,5,165.55,1.2805,356.47
agm004597637,In6IBr3Cl2,12,120.05,1.327,275.52
agm090356838,InAgSnCl6,9,201.2,1.402,424.01
agm129596910,Cu5GeAu2,8,41.13,0.4703,326.48
agm004627780,Ba6SiTe2I3,12,121.33,1.561,226.25
agm002316232,ScSi2Ni3,6,45.49,0.418,505.84
agm001816063,Gd2InHg,4,45.16,0.6327,204.76
agm022406118,Pm2Nd(SmEr)2,7,6.98,0.2984,195.78
agm078209699,Tm2Zn3In,6,41.92,0.5262,277.36
agm004743618,NdEr(SiPd)2,6,94.73,0.856,311.38
agm068760861,PrNdHg4,6,59.94,0.8001,198.84
agm068826042,Zn4AgAu,6,50.65,0.5597,323.97
agm096208682,Zn3Ag2Au,6,54.49,0.559,310.42
agm104952710,Tm2SbTe,8,82.39,0.9354,231.12
agm003636315,ScTiP2,4,188.01,0.916,559.2
agm083912238,Tm2SbTe,8,92.91,0.9925,235.41
agm003415748,Ac3Bi2Te,6,74.66,1.102,182.99
agm002253953,EuAs2Pd,8,72.34,0.6978,299.07
agm064207518,PrDyBiSe,4,102.26,1.249,235.75
agm048284324,CsPm(SbPt)2,6,73.3,0.9734,208.66
agm094879169,Y4Bi2SbTe,8,94.7,0.9948,252.55
agm002270234,ScIrF6,8,435.01,2.23,665.03
agm004824537,Cs2NdThSe4,8,136.19,1.576,253.55
agm023808391,La2Pm(PrHo)2,7,7.82,0.307,200.64
agm003309506,Dy2Ho3Pt2,7,84.68,0.987,221.85
agm082403168,KGaI4,12,134.8,1.3798,280.84
agm004753156,AcDy(GaCu)2,6,70.06,0.7112,281.61
agm033176579,Mg2ScRh3,6,91.45,0.7424,374.66
agm005659088,PuZr2N3,6,256.09,1.804,431.1
agm056510584,Ac3PrZn4,8,33.73,0.5413,216.28
agm005001625,Cs2SnSbH,10,112.32,0.8787,329.24
agm007624414,Cs2SnSbH,10,74.75,0.8548,235.02
agm086397574,LaNbF8,10,425.96,2.2467,652.59
agm055054901,Cs2PdBr5Cl,9,147.58,1.81,276.32
agm158847233,Sc2BiTe,8,74.91,0.79,282.56
agm005201401,PrSmPI,4,127.36,1.3685,265.63
agm005944266,Pr3NdAg4,8,49.24,0.6605,229.81
agm001835616,PrNdAg,3,35.71,0.5536,222.13
agm095649798,Mg(CdAu)2,5,81.47,0.8627,263.53
agm020004916,TbPmGePt,4,95.39,1.0915,246.88
agm034273595,Nd2Dy3Y,6,6.77,0.29,205.66
agm155350039,GdInHg,6,52.28,0.6916,218.33
agm034105270,NdDy4Y3,8,5.5,0.268,216.04
agm107920019,NdDy2Y5,8,5.14,0.265,233.2
agm009272388,Nd2Dy3Y2,7,7.11,0.2877,211.8
agm002084670,AgHS,6,94.76,0.601,511.64
agm022972265,La2Pr(SmHo)2,7,7.88,0.3096,197.78
agm110395626,La4Pr2SmTm,8,8.11,0.304,201.72
agm060522764,MnVCr2,4,14.99,0.2873,466.58
agm126447980,Tb5Nd2Ho,8,5.38,0.2815,200.18
agm073033144,Hf2AlH,8,96.64,0.734,364.91
agm002385629,Ho2CdIr2,5,70.88,0.8152,227.71
agm033701339,K2Tl2SnBr6,11,153.01,1.6828,272.39
agm007380856,Nd2AlH,4,95.54,0.7975,326.1
agm042253749,HfSc3Al2,6,22.38,0.362,368.72
agm004831737,Ac4NiTe2Rh,8,89.51,1.1477,214.2
agm068217686,KCdSbI6,9,115.38,1.276,257.7
agm021069015,KLiHgTe2,10,96.09,1.0096,273.36
agm042245921,Zn3IrPt2,6,54.01,0.612,285.98
agm004810686,Sc4GeTe2As,8,120.45,0.9137,366.33
agm034742108,AcLa2Zn3,6,34.76,0.5329,234.96
agm019327817,ErThAlSi,4,54.47,0.6341,272.03
agm005584210,DyYTe2,4,94.77,1.042,254.51
agm122981966,CsBrF4,12,335.08,2.1445,506.09
agm006086741,Cs5Br4F,10,173.01,2.373,249.18
agm046190027,K(InSe)2,5,142.77,1.15,310.63
agm114874540,Ce2PrSe3,6,144.25,1.534,285.59
agm079070732,Gd3ZnRu2,6,63.15,0.715,252.14
agm138280310,TlAg2I3,6,85.65,0.9453,245.52
agm122214183,TlAgHgI4,7,83.49,0.9376,248.12
agm002045531,AgHg2I,4,32.26,0.5121,234.78
agm056228206,CaTm3Sn4,8,71.27,0.8033,238.77
agm001276292,PrGdTh,3,7.03,0.301,187.56
agm034369418,Dy2Y4ErTm,8,5.07,0.2594,221.54
agm014195737,K2SrI4,7,145.62,1.867,260.48
agm037104875,Ho2ErAg3,6,46.24,0.6096,225.66
agm001195175,HoErAg2,4,42.83,0.6087,226.11
agm025445487,TbPr4HoEr2,8,7.96,0.3138,201.17
agm002158977,LiCeSe2,8,192.19,1.6,346.67
agm005471457,EuIr2,6,61.76,0.79,219.52
agm148401426,Tb2LuPuN4,8,233.53,1.9172,369.36
agm135355765,Sb4RhAu,6,39.62,0.5277,284.15
agm002228209,CsNa2AgO2,12,260.79,1.8661,425.98
agm069065112,NaHg6Pb,8,32.4,0.565,197.81
agm013547116,ErTmCd4,12,37.47,0.5509,237.08
agm003331912,Na3Hg2Pb3,8,74.93,1.0101,219.77
agm002176984,VI2O,8,183.43,1.336,378.61
agm002260462,CaErSb,6,77.06,0.8544,252.41
agm002157695,LiUF4,12,411.18,2.77,561.85
agm005803557,Ni5SbAs,7,22.13,0.3409,411.2
agm017785554,DyYFe,6,69.25,0.677,315.65
agm005018712,PrBeSi2Ni,5,85.72,0.6142,455.53
agm056530581,VSn3I8,12,87.87,0.9543,262.36
agm003416571,Ba3NaCa2,6,7.28,0.2976,221.47
agm005708136,Tb3Ag2Ru,6,67.84,0.7793,239.95
agm002195686,DyAl3Cu2,6,54.6,0.512,402.73
agm114662160,PrNdTl2,4,24.74,0.5007,186.84
agm130818873,PrNd2Tl,8,24.27,0.4705,203.25
agm002320391,Tb2SnPt2,10,82.93,1.0093,225.85
agm005676756,YBr2F,4,282.51,2.275,437.23
agm023379733,La(Nd2Ag)2,7,37.7,0.5569,220.85
agm083229523,RbInBr4,12,176.23,1.744,306.71
agm005574492,Mn2(VCr)3,8,15.05,0.2953,465.17
agm091143595,TmTh3Se4,8,120.79,1.3862,248.63
agm069866310,V6CrRu,8,29.75,0.3831,430.3
agm005845092,PuNpAu4,6,70.47,0.982,197.47
agm005988062,KSr3I7,11,144.42,1.8124,246.51
agm005193901,SmYThMg,4,9.49,0.316,227.88
agm014698287,Pm2Pd3Au4,9,77.95,0.896,233.85
agm095241016,PmPr2Dy3Ho2,8,6.72,0.2909,198.08
agm041339202,PmPr2Dy4Ho,8,6.58,0.289,198.17
agm002195200,HfAl2Ga,4,39.96,0.4795,352.58
agm002186752,CeSi3Os,5,81.2,0.7067,343.7
agm001154483,SmEu2In,4,20.55,0.44,200.44
agm014915643,Pr2SmHg,8,30.67,0.528,195.51
agm001973775,PmGdN2,4,230.42,1.9375,392.19
agm004798386,HoIn2CuPd4,8,64.23,0.6368,288.83
agm096001604,ThAgAu,6,68.87,0.8811,209.13
agm122287522,YHoC,6,185.48,1.4425,384.64
agm016105315,Sm2SiPPt6,10,64.04,0.7574,248.49
agm004813842,Cs4AuIBr2,8,125.08,2.041,210.68
agm004842312,HoEr2NbN4,8,224.7,1.7913,420.5
agm069347030,NdAl2Os,16,82.82,0.7395,323.81
agm123316557,GdTlAg,6,49.25,0.6515,216.47
agm002353395,NdEuCuS3,12,157.43,1.1928,358.02
agm004514691,LiTh2Si3Pt4,10,86.98,0.8545,267.37
agm018242731,PrNd5Ho2,8,6.41,0.2928,200.17
agm070294257,PrNdHo4,6,6.56,0.2975,195.46
agm135727515,Pr2Nd4Sm,7,4.06,0.2564,204.06
agm030983011,PrSm2Ho5,8,5.42,0.2823,194.31
agm042705027,Pr2Sm3Ho,6,5.89,0.278,199.21
agm005750245,PrSmHo4,6,6.25,0.292,194.23
agm005706142,Hf2MgPb,8,51.65,0.6469,232.88
agm021042151,Pr5Nd2Ho,8,5.55,0.2755,206.5
agm043837964,Pr4NdSm3,8,4.99,0.2718,202.54
agm004751787,AcPa(CoGe)2,6,63.32,0.6615,275.89
agm032319200,Sr6As2RhBr3,12,172.47,1.723,301.25
agm078446202,PrGdAlGe,4,80.31,0.7754,287.28
agm002171503,InBiO3,10,242.74,1.636,447.58
agm039911307,Ce2ZrP3,6,153.52,1.15,362.29
agm005844298,Zr2Mn3Ir,6,53.73,0.5443,329.91
agm003439151,Pu3Tl2Hg,6,29.04,0.53,179.21
agm017355922,Tm3PuRh4,8,67.03,0.7983,237.19
agm001407469,PrNdHgPb,4,56.62,0.8453,188.22
agm002149541,BaGd2F8,11,270.59,1.98,469.9
agm125915534,Pr3Nd2Dy2Y,8,6.91,0.2939,208.62
agm065402545,InAgBr4,6,151.1,1.2445,332.7
agm038607985,Na2MnF4,14,595.29,2.7858,795.05
agm154891723,Nd3Sm2Er3,8,6.85,0.3025,195.22
agm034188930,HfCd2InRh4,8,53.24,0.6383,278.22
agm006024863,Th4Sb3Pb,8,72.56,0.988,204.06
agm005740129,KDyBr4,6,186.48,1.996,311.08
agm052459484,CsTbSb2Pt5,9,53.16,0.7009,228.04
agm054714973,PuTaVN3,12,258.12,1.6715,430.3
agm006057483,Ti4NbGa3,8,28.16,0.398,392.47
agm004832674,Ac4SbTe2Ir,8,79.98,1.1617,198.05
agm047707902,TbDy3In4,8,35.13,0.5573,216.01
agm013796389,LiHoSe2,8,184.53,1.5505,345.5
agm155268143,Pm3Nd2Dy2Tm,8,6.79,0.2935,198.67
agm041071396,DyZn3Pt2,6,66.34,0.6963,278.37
agm018559404,La2CeDyIn4,8,41.48,0.5952,217.48
agm046773685,NaEr3Se4,8,150.11,1.4988,296.39
agm005110922,Sc2TeSe,4,135.81,1.1,361.44
agm001161554,PrSm2Eu,4,4.88,0.271,195.55
agm064850210,DyY(AsO4)2,12,357.91,1.816,649.39
agm004753562,AcSc(ZnGa)2,6,49.86,0.5753,312.06
agm002182968,Ba3Ti2S7,12,194.18,1.511,389.83
agm009265022,Sr2Hf2Ir3,7,78.36,0.922,235.73
agm006049953,Pr6TmSe8,15,146.95,1.5126,284.96
agm004759801,Tl2CdBr3F,7,145.03,1.7003,261.12
agm003553367,Pm4AlSi3,8,77.39,0.7155,311.69
agm001221174,TmSnRh2,4,77.32,0.7615,270.51
agm095590389,Ti2NbPb,8,59.34,0.6145,298.8
agm005969428,Tb3DyMg4,8,14.86,0.3464,263.74
agm068386018,CaZn2Si,8,93.63,0.628,435.05
agm005596454,PmZnAu,6,96.06,1.0114,246.74
agm094863683,TbPr3Bi4,8,77.49,1.0577,206.32
agm001336004,ScSnIrPd,4,59.15,0.6434,275.51
agm003166402,AgPtAu2,4,30.41,0.4983,233.72
agm004583048,ZrTl2(HgBr3)2,11,106.45,1.3111,227.83
agm004823939,TmTl2BiSe4,8,102.76,1.0802,244.41
agm033916166,Tm2Tl3BiSe6,12,102.97,1.138,246.68
agm034653031,ErTm2ScAg4,8,55.75,0.6742,249.22
agm006106284,Sr8As5Cl,14,136.6,1.3647,300.15
agm003489265,Hf2ScH6,9,152.64,0.7136,610.27
agm001160915,PrThHg2,4,40.05,0.6646,180.96
agm003439945,PrTh2Hg3,6,39.12,0.6464,177.82
agm003742351,PrThHg4,6,49.42,0.721,192.13
agm012620909,Hf(SnSe2)2,14,130.48,1.078,320.01
agm014799526,KAcSe2,8,152.48,1.681,263.98
agm004837727,Tb2PrScAs4,8,128.63,1.1568,307.09
agm005909381,Ag2HPd4,7,19.78,0.3438,343.82
agm005723128,ZrSc2Rh3,6,78.16,0.7309,328.91
agm099056640,Tb2PmPr3,6,4.92,0.265,204.57
agm013414408,RbInCl2,8,187.89,1.924,330.13
agm098331325,PmYPb6,8,47.95,0.7698,189.16
agm054638339,CaLa3Hg4,8,50.13,0.7321,198.22
agm002294288,NaDyI3,10,134.42,1.5668,257.42
agm114592792,LaPr3Nd3Er,8,5.83,0.2781,204.79
agm051901217,Cs2NaTbSb2,12,66.9,0.8841,213.97
agm005595996,Rb2Na3H5,10,326.34,1.4231,692.31
agm003438656,LiNd2Mg3,6,24.44,0.3807,336.17
agm005629655,Mn2Ge3O8,13,419.99,1.6849,745.98
agm002147179,ZrInCu,3,59.93,0.601,327.36
agm025134615,Pm2Nd(SmY)2,7,6.54,0.2864,213.64
agm052332163,Sc4NiIr3,8,62.83,0.6634,297.93
agm022071010,CsErP2Se7,11,138.52,1.1505,328.71
agm067179834,CsCeCuI6,9,121.8,1.522,235.24
agm134124948,NpPaN2,8,163.29,1.699,326.78
agm019640263,PrThGeOs,4,84.45,0.9585,235.23
agm045423996,BeAl3Ir4,8,52.8,0.5624,314.88
agm066221022,Cs2ThBr6,9,151.58,1.9735,261.91
agm003213409,ZrMn6GaSn5,13,52.76,0.5137,343.71
agm002748728,Mn2VGa,4,30.42,0.3721,438.65
agm005761346,Li6SnAu,8,127.28,0.7859,462.54
agm091416717,Tb3Rh9C2,14,122.35,1.0028,340.02
agm006016472,Nd(MgCd3)3,13,31.25,0.4472,289.4
agm087968108,Ti(VW)2,5,66.18,0.6328,310.72
agm002265281,PrCoSn,12,74.43,0.7254,293.93
agm015998474,ErHgPb,6,54.95,0.795,189.03
agm005691527,MnNbGa,6,23.56,0.367,373.63
agm002699596,YMgCd2,4,37.0,0.4859,292.21
agm003413447,Ho2Hg3Au,6,69.11,0.898,202.11
agm068787457,Ti4MnCd,6,11.4,0.2806,400.61
agm142417221,KRb2Ge4Au,16,93.68,0.8877,282.14
agm001383869,HfScCoIr,4,64.0,0.6884,276.7
agm001955930,AcZnPd2,4,76.39,0.7759,263.44
agm038755454,NaCd2In3,6,29.49,0.456,271.38
agm003636728,MgPRh2,8,109.86,0.7747,412.67
agm005038064,CsTmGeSe3,12,122.72,1.2908,281.1
agm012691515,YTm2UP4,8,127.78,1.0735,320.56
agm125844827,Y2TmUP4,8,132.91,1.0802,337.24
agm014663232,YErMg,6,8.31,0.2869,262.31
agm009262496,Nd3Pd3Pt2,8,89.86,1.0015,248.62
agm032535410,Er2TaRu3,6,69.16,0.8023,256.71
agm002300107,DyAgTeO,8,134.81,1.1104,331.22
agm004747147,CaGe2BRu2,6,89.85,0.6666,417.73
agm012198721,Tb2HoS4,7,174.46,1.543,342.51
agm005729621,PmSmF6,8,335.55,2.1024,518.04
agm019990051,SrNi2(PO4)2,13,444.88,1.7854,765.07
agm007359005,NbHI6,8,132.3,1.0794,340.42
agm001392542,HoErMgTl,4,20.87,0.43,213.86
agm070296344,MnV4W,6,42.78,0.4687,379.4
agm005010971,TbNd2CdO,5,138.06,1.5445,279.09
agm020028285,NdCuSeO,8,203.83,1.3679,414.29
agm077802479,TaNb6Pd,8,25.71,0.4075,285.95
agm068835812,HfNiF6,8,448.81,2.3875,671.59
agm039786356,Be3Ni2Rh,6,88.14,0.5484,569.8
agm003310560,Pm3(NdAg)2,7,64.8,0.7887,231.45
agm003626205,DyYCu2,4,87.14,0.7855,312.46
agm005991718,La4Pr3Zn,8,11.81,0.344,216.69
agm005230230,NaTmCl4,12,256.61,2.113,435.13
agm051175007,Na3TmCl6,10,305.89,2.185,474.64
agm051956595,TaNb3Re4,8,23.43,0.4268,245.92
agm140575941,Th(GeH)2,5,71.79,0.5965,401.89
agm004853169,PmMg2NbN4,16,337.52,1.7762,640.1
agm005206471,SmThNiRu,4,84.69,0.9325,260.17
agm012455075,ErSc(BiPd)2,6,68.32,0.7971,247.31
agm004859558,BaSr(CaSe2)2,8,181.31,1.681,325.74
agm078240614,Hf2Ta2Fe3,7,34.67,0.4754,275.6
agm005626653,TaTeS,6,109.77,1.006,316.39
agm002134208,Zr(TiAl2)2,7,26.08,0.3389,485.5
agm024498668,Tb2Pm(PrSm)2,7,5.79,0.2796,200.65
agm140706316,Tb2Pm2Pr3Sm,8,4.75,0.2687,202.3
agm104736372,Tb3PmPr3Sm,8,4.97,0.2721,202.42
agm068165027,MgUTlI6,9,126.55,1.384,242.59
agm027389911,Tb4PmPrSm2,8,5.98,0.286,199.28
agm003711959,NaGa3Ge,5,75.14,0.6117,376.35
agm011004644,Nd4Cu4Te3SeO4,16,176.39,1.295,387.28
agm004775766,CsNa2CuBr4,16,184.06,1.7496,329.88
agm090738472,Tm2ZnPd,8,51.06,0.6679,242.64
agm005192383,AcGaNiPd,4,69.15,0.7163,281.85
agm003162558,Tm2ZnPd,4,55.84,0.7032,243.0
agm112069299,CsK(TlBr2)2,8,135.68,1.8227,244.24
agm005208359,PrDyPdRh,4,108.09,1.0977,263.69
agm037490007,Mg2InCuSe4,8,170.01,1.1275,422.07
agm002355389,Ca(SiNi)2,5,119.04,0.661,497.51
agm062027618,KZnPO4,7,402.64,1.804,708.39
agm040563631,Nd3Tm3TcPb2,9,70.64,0.8945,209.27
agm068530136,ZrNi2P,8,89.7,0.6244,438.51
agm092256283,TlAuBr2,8,96.9,1.1248,250.4
agm093083557,TlAuBr2,8,91.08,1.18,233.56
agm083122685,Pm2Nd3Ag,6,17.01,0.4076,212.04
agm003187527,TbCoC2,4,186.45,1.1032,465.33
agm053979701,YMg3Cd4,8,44.8,0.4982,319.63
